id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,number_of_reviews_ltm,number_of_reviews,price,availability_365,minimum_nights,room_type,last_review,reviews_per_month,calculated_host_listings_count,,license
6897066,Fantastic 1 Bedroom in Soho,7895505,Bobby,,Ward E (councilmember James Solomon),40.72603,-74.00382,1,2,225,267,30,Entire home/apt,10/24/2021,0.15,1,,
6923359,Walk to the best skylines view of NYC Manhattan,8713716,Juan & April,,Ward D (councilmember Michael Yun),40.75073,-74.04889,8,205,75,249,2,Entire home/apt,5/13/2022,2.42,5,,PERMIT NO. STR22-005
6988606,"West Village charm! queen bed+full office, pets ok",36640518,Michelle,,Ward E (councilmember James Solomon),40.72879,-74.00419,2,2,404,49,3,Entire home/apt,6/6/2022,0.63,1,,
7004408,Cozy & Zen Manhattan Soho Appartment,21641864,Yann,,Ward E (councilmember James Solomon),40.72763,-74.00254,27,119,230,199,6,Entire home/apt,6/10/2022,1.42,1,,
7010668,Entire 2BR Apt in JSQ,36754017,Bez,,Ward C (councilmember Richard Boggiano),40.73373,-74.06804,0,2,80,76,47,Entire home/apt,12/28/2020,0.03,1,,
7114929,Private room great location nearby NYC...,27563833,Spontaneously Living,,Ward D (councilmember Michael Yun),40.74488,-74.04738,14,39,58,118,7,Private room,5/25/2022,0.55,3,,
7144168,Modern Furnished One BR By Grove ST,37412692,Kim,,Ward E (councilmember James Solomon),40.71909,-74.0387,0,6,116,365,365,Entire home/apt,5/3/2018,0.08,13,,
7310835,SoHo 2 Bedroom 2 Full Bath with Private Terrace,3390947,Yulia,,Ward E (councilmember James Solomon),40.71931,-74.00423,9,44,1350,65,3,Entire home/apt,5/22/2022,0.53,1,,
7331958,Sunny luxurious loft Studio,2282450,Philip,,Ward E (councilmember James Solomon),40.73689,-74.00531,4,161,220,61,30,Entire home/apt,1/31/2022,1.95,2,,
7347688,[Newport]  Cozy Private Bedroom,38493663,Abigail,,Ward E (councilmember James Solomon),40.72138,-74.03692,0,1,90,0,4,Private room,4/11/2018,0.02,1,,
7410358,Cozy 1 bedroom apt in Hoboken,5107328,Rinol,,Ward D (councilmember Michael Yun),40.74445,-74.03844,10,27,140,282,4,Entire home/apt,3/25/2022,0.33,1,,
7535655,Luxurious Furnished Studio - 70A60A,37412692,Kim,,Ward E (councilmember James Solomon),40.71417,-74.03681,0,24,149,365,365,Entire home/apt,2/22/2020,0.47,13,,
7535715,Luxury Studio close to NYC E0c BB04,37412692,Kim,,Ward E (councilmember James Solomon),40.71935,-74.03956,0,13,143,365,365,Entire home/apt,2/15/2019,0.16,13,,
7768076,Grand Space. BEST NYC VIEW/parking,39079406,Mami And Osho,,Ward D (councilmember Michael Yun),40.76201,-74.02822,17,91,150,8,3,Entire home/apt,5/16/2022,1.1,1,,
7768246,(A) At the foot of the Statute,36265155,Yoko,,Ward F (councilmember Jermaine D. Robinson),40.71128,-74.05898,28,325,129,104,4,Entire home/apt,4/14/2022,3.9,2,,
7816449,Dreamlike Soho loft and rooftop,1317360,John,,Ward E (councilmember James Solomon),40.72222,-74.00112,0,46,1071,287,7,Entire home/apt,6/13/2021,0.56,1,,
7859250,(B) At the foot of the Statute,36265155,Yoko,,Ward F (councilmember Jermaine D. Robinson),40.71184,-74.05739,23,372,119,48,4,Entire home/apt,4/25/2022,4.48,2,,
7875285,Luxe Summer apt 5 mnts from NYC!,31780028,Sapna M,,Ward E (councilmember James Solomon),40.72496,-74.03769,0,0,120,0,15,Entire home/apt,,,1,,
7900575,"Charming, quiet West Village studio with kittens",41657584,Beatriz,,Ward E (councilmember James Solomon),40.73558,-74.00479,3,14,150,168,4,Entire home/apt,5/17/2022,0.17,1,,
8055894,Private 2 bedrooms apartment- 15 minutes to NY,32130972,Maggie,,Ward D (councilmember Michael Yun),40.75869,-74.03642,2,62,110,264,7,Entire home/apt,5/22/2022,0.76,1,,
8071687,Historic Townhouse Apartment,36481078,Timur,,Ward E (councilmember James Solomon),40.72599,-74.0053,44,143,385,166,3,Entire home/apt,6/11/2022,1.74,1,,
8240035,"Spacious, Private Apartment in Brick Row House",43454019,Mark,,Ward D (councilmember Michael Yun),40.74443,-74.05992,36,226,116,53,2,Entire home/apt,6/10/2022,2.81,1,,STR 21-00050
8268849,Private Floor in SOHO Townhouse,43599290,Scott,,Ward E (councilmember James Solomon),40.72214,-74.00443,39,196,249,226,1,Entire home/apt,5/28/2022,2.59,3,,
8281045,"Simple room, charming neighborhood",210012,New,,Ward D (councilmember Michael Yun),40.76172,-74.0393,1,25,36,141,4,Private room,5/3/2022,0.31,2,,
8597726,Bright 1.5BR near Grove St PATH,2666704,Alex,,Ward E (councilmember James Solomon),40.72414,-74.04911,0,15,78,0,13,Entire home/apt,12/20/2019,0.18,1,,
8703242,1BR 1BA w/ Parking - 29 days minimum stay,45688009,Bo,,Ward F (councilmember Jermaine D. Robinson),40.71491,-74.06297,3,23,86,91,29,Entire home/apt,3/5/2022,0.28,1,,
8761013,"UNFURNISHED!!!.STUNNING 1661SFT, SOHO/TRIBECA LOFT",18062807,Marcelo,,Ward E (councilmember James Solomon),40.72442,-74.00998,0,5,399,364,360,Entire home/apt,5/2/2018,0.06,1,,
8823913,Cute room in the heart of Los Angeles,28272799,Este,,Ward E (councilmember James Solomon),40.71369,-74.00693,0,0,42,0,30,Private room,,,1,,
8943358,Loved by NYLocals Private Room SoHo,2695451,Elle,,Ward E (councilmember James Solomon),40.72557068,-74.0036087,55,359,149,21,1,Private room,6/7/2022,4.47,2,,
9127133,Beautiful Apt 20 Min to NYC / Parking Available,42219345,Claudia,,Ward D (councilmember Michael Yun),40.76095,-74.04053,7,128,125,304,30,Entire home/apt,6/3/2022,1.63,68,,
9149930,Prime west village ~Charming 1BR,2119276,Eran,,Ward E (councilmember James Solomon),40.73764,-74.0041,1,19,175,240,30,Entire home/apt,12/21/2021,0.31,8,,
9152490,(2) 24/7 Train Station 10 mins Ride to Manhattan,189095873,M,,Ward C (councilmember Richard Boggiano),40.72974,-74.06902,0,18,50,288,29,Private room,1/2/2020,0.26,2,,
9170657,"Lovely 1, 2, or 3 Bedroom Home Mins To NYC",47725692,Charles,,Ward B (councilmember Mira Prinz-Arey),40.71999,-74.08638,11,153,112,350,5,Entire home/apt,6/11/2022,1.94,1,,
9175459,"Location, Location, Location Meat Packing District",10621862,Shawn,,Ward E (councilmember James Solomon),40.74087,-74.00554,3,17,323,9,5,Entire home/apt,6/5/2022,0.23,1,,
9180937,Sleeps 12 (3 Bed Room's)  Park View Home!!,11190436,Peter,,Ward D (councilmember Michael Yun),40.75397,-74.04011,0,108,326,365,30,Entire home/apt,4/24/2021,1.34,16,,
9301351,#Entire Apartment 10 min from NYC,23126253,Danny,,Ward D (councilmember Michael Yun),40.76809,-74.03469,2,35,282,335,3,Entire home/apt,3/20/2022,0.45,9,,
9301505,#Apartment 10 minutes from NYC,23126253,Danny,,Ward D (councilmember Michael Yun),40.76699,-74.03512,4,43,232,216,3,Entire home/apt,3/13/2022,0.54,9,,
9411201,Duplex 1 bedroom w/ French Door Balcony,6512985,Felita,,Ward D (councilmember Michael Yun),40.74225,-74.03911,8,8,150,110,2,Entire home/apt,6/5/2022,2.53,1,,
9445593,"SoHo Apt. in Historic Townhouse, Private Terrace",48949937,Jocelyn,,Ward E (councilmember James Solomon),40.72435,-74.00362,4,140,340,23,7,Entire home/apt,1/13/2022,1.83,2,,
9476551,Gallery Chic Soho Loft,49117409,Emily,,Ward E (councilmember James Solomon),40.726,-74.00068,3,53,925,291,30,Entire home/apt,11/15/2021,0.67,1,,
9528158,Sunny Private Room with Private Bathroom in JC,49357921,Ying,,Ward A (councilmember Denise Ridley),40.69337,-74.09016,2,21,58,342,30,Private room,12/31/2021,0.27,7,,
9531923,BRIGHT AND COZY APARTMENT MINUTES TO NEW YORK CITY,49375477,Kenia & Rod,,Ward D (councilmember Michael Yun),40.74996,-74.05218,8,233,93,57,30,Entire home/apt,5/3/2022,2.97,2,,
9537507,15 min to Time Square / Off Site Parking Included,42219345,Claudia,,Ward D (councilmember Michael Yun),40.77077,-74.03251,13,125,113,319,31,Entire home/apt,2/20/2022,1.65,68,,
9563868,"Downtown Airy Designer Loft, 1000 sq/ft terrace",49513668,Jaclyn,,Ward E (councilmember James Solomon),40.71082,-74.00674,1,210,216,199,30,Entire home/apt,5/31/2022,2.65,1,,
9565291,Private cozy room,49357921,Ying,,Ward A (councilmember Denise Ridley),40.69478,-74.0901,3,37,42,135,30,Private room,12/5/2021,0.47,7,,
9594147,Cozy red studio 15 min walk to JSQ path station,27553074,Ozgun,,Ward F (councilmember Jermaine D. Robinson),40.72419,-74.06623,5,206,80,193,29,Entire home/apt,1/20/2022,2.61,3,,
9725154,Amazing NYC Family Flat 20 min to Time Square,42219345,Claudia,,Ward D (councilmember Michael Yun),40.75593,-74.03612,24,124,125,225,5,Entire home/apt,5/27/2022,1.94,68,,
9752005,A Quiet Room in the West Village,4173415,Pedro,,Ward E (councilmember James Solomon),40.73833,-74.0042,118,257,100,260,1,Private room,6/11/2022,3.27,1,,
9753240,Sun-drenched SoHo Duplex Loft,1342653,Andrew,,Ward E (councilmember James Solomon),40.72719,-74.00266,0,16,750,84,7,Entire home/apt,12/6/2020,0.2,1,,
9844322,Apartment for Family visiting NYC,23126253,Danny,,Ward D (councilmember Michael Yun),40.763,-74.0359,3,27,304,347,3,Entire home/apt,10/3/2021,0.36,9,,
9927766,"Semi Basement, Semi sótano 
not parking friendly",51032795,Rafael,,Ward D (councilmember Michael Yun),40.75731,-74.04513,25,226,57,69,2,Entire home/apt,5/30/2022,2.85,1,,
10096352,West Village Dream *Newly Renovated,12485770,Raanan,,Ward E (councilmember James Solomon),40.73199,-74.00156,0,6,166,287,30,Entire home/apt,8/10/2019,0.08,4,,
10149453,SoHo Gem *Amazing Deal!!,12485770,Raanan,,Ward E (councilmember James Solomon),40.72765,-74.00096,0,3,105,0,30,Entire home/apt,9/22/2019,0.04,4,,
10245726,Beautiful 3BRMS 2 BATHS APT near NY,20580419,Liliana,,Ward D (councilmember Michael Yun),40.75174,-74.05405,37,273,101,303,2,Entire home/apt,5/26/2022,3.52,3,,
10264196,Spacious 1BR | Work desk | Gym+Rooftop | JC by GLS,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.72337,-74.03718,0,11,329,317,27,Entire home/apt,12/19/2020,0.16,42,,
10264615,Bright+Spacious 1BR | Work Desk + WiFi | Near PATH,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.72371,-74.03727,0,2,329,317,27,Entire home/apt,1/19/2020,0.06,42,,
10264857,Spacious 1BR |  Work from Home| Jersey City by GLS,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.72315,-74.03616,0,2,359,321,27,Entire home/apt,6/11/2020,0.04,42,,
10267085,Private Jersey City 2 Bedroom Apartment near PATH,9419684,Churchill,,Ward E (councilmember James Solomon),40.724545,-74.03591,0,12,459,334,27,Entire home/apt,12/29/2017,0.15,36,,
10278537,Freedom BSMT Room,49357921,Ying,,Ward A (councilmember Denise Ridley),40.69386,-74.08891,3,10,35,256,30,Private room,5/31/2022,0.16,7,,
10280611,Clean Spacious 2 Bedroom Apartment in Jersey City,9419684,Churchill,,Ward E (councilmember James Solomon),40.724545,-74.03591,0,16,459,334,27,Entire home/apt,7/7/2019,0.21,36,,
10357196,Private 1BR |Full Kitchen & Washer/D |Close to NYC,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.74053,-74.02758,4,8,349,365,10,Entire home/apt,5/29/2022,0.12,42,,
10358237,Spacious & Private 1BR | Hoboken Waterfront | GLS,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.74053,-74.02758,0,1,329,133,9,Entire home/apt,10/5/2020,0.05,42,,
10358604,Spacious 1BR | Kitchen | Hoboken Waterfront | GLS,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.73945,-74.02695,1,7,349,365,10,Entire home/apt,3/20/2022,0.11,42,,
10360336,Modern 1BR | WiFi+Business Center | Near Path |GLS,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.72303,-74.03658,0,5,359,321,27,Entire home/apt,2/2/2020,0.09,42,,
10361564,Private&Clean 1BR | Workspace | Jersey City by GLS,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.72508,-74.03641,0,7,329,317,27,Entire home/apt,8/30/2020,0.1,42,,
10362044,Modern Newport 1BR | Full Kitchen | Work Desk| GLS,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.72452,-74.03685,0,1,329,317,27,Entire home/apt,12/29/2017,0.02,42,,
10364394,Mins to NYC/Hoboken/Jersey city/Private room/Q bed,53341963,Marlyne,,Ward A (councilmember Denise Ridley),40.67254,-74.11093,2,21,60,350,7,Private room,11/13/2021,0.29,1,,
10384214,*Private 2BR  | Gym | Jersey City by GLS,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.72344,-74.03733,1,11,399,231,27,Hotel room,12/3/2021,0.15,42,,
10385819,Spacious 2BR | Work Desk + W/D| Jersey City by GLS,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.72286,-74.0373,2,25,459,340,27,Entire home/apt,1/8/2022,0.4,42,,
10429121,Spacious 1BR | Gym |  Downtown JC Newport | by GLS,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.72423,-74.03771,0,3,359,321,27,Entire home/apt,12/20/2019,0.05,42,,
10433794,Clean Hoboken 1BR  | Washer/D | Full Kitchen | GLS,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.74033,-74.02654,0,3,329,0,9,Entire home/apt,6/23/2017,0.04,42,,
10492376,1 Bedroom near to Grove street PATH,37412692,Kim,,Ward E (councilmember James Solomon),40.71927,-74.03998,0,3,130,365,365,Entire home/apt,5/16/2019,0.04,13,,
10604066,Colonial home 15min Manhattan 10min Newark Airport,53869268,José/Gilda,,Ward A (councilmember Denise Ridley),40.68546,-74.10541,23,83,164,349,2,Entire home/apt,6/12/2022,1.53,1,,
10753012,Warm & Welcoming room 3 blocks to PATH train $42,55599663,Lorraine,,Ward F (councilmember Jermaine D. Robinson),40.71865,-74.04918,2,31,42,286,29,Private room,3/31/2022,0.42,3,,
10904371,Deluxe Furnished 1BR Hoboken Apt.,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.7398,-74.02668,0,1,339,270,9,Entire home/apt,8/4/2017,0.02,42,,
10904842,Hoboken 1BR | Travel Nurse Friendly |Min. from NYC,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.74088,-74.02813,1,5,299,72,9,Entire home/apt,10/2/2021,0.07,42,,
10905293,Hoboken 1BR | Desk+WiFi | Near Hospitals | by GLS,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.74007,-74.02815,0,2,299,218,9,Entire home/apt,2/16/2018,0.03,42,,
10991109,Spacious & Private 2BR | Downtown Jersey City,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.72325,-74.03611,0,5,499,337,27,Entire home/apt,10/27/2020,0.12,42,,
11121401,"Super clean, sunny, and close to NYC No parties!!",30560014,Moe,,Ward A (councilmember Denise Ridley),40.69744,-74.10419,5,31,196,288,2,Entire home/apt,8/15/2021,0.42,2,,
11144719,"Pool, Gym, Theater & More! ✰ Steps to PATH, Ferry",30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.72469,-74.03759,0,2,239,312,27,Entire home/apt,2/14/2021,0.07,42,,
11497428,Spacious Apt 10 Min from Manhattan,4318265,Bob & Francois,,Ward E (councilmember James Solomon),40.71871,-74.04462,24,147,142,69,5,Entire home/apt,5/26/2022,1.99,2,,
11901646,*Lux 1BR Downtown Jersey City!,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.7251,-74.0362,0,1,289,353,27,Entire home/apt,5/16/2020,0.04,42,,
11901827,Lux 1BR Downtown JERSEY CITY+ Pool!,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.725,-74.03742,0,0,289,365,27,Entire home/apt,,,42,,47-2130489
11903161,LUX 2BR Downtown J.C.+ Pool!,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.72328,-74.03566,0,3,409,90,27,Entire home/apt,11/30/2019,0.06,42,,
11910742,Perfect west Chelsea  location zen large studio,62745867,Tatiane,,Ward E (councilmember James Solomon),40.74014,-74.0023,1,2,250,89,28,Entire home/apt,4/15/2022,0.04,1,,
12068200,Manhattan Loft In Tribeca,64660747,J.,,Ward E (councilmember James Solomon),40.71735,-74.00478,3,7,195,146,30,Entire home/apt,1/16/2022,0.09,3,,
12248292,Private Room & Bathroom with doorman -Clean & Safe,65931505,Nelson,,Ward D (councilmember Michael Yun),40.75036,-74.03149,14,28,60,277,4,Private room,5/23/2022,0.6,1,,
12325106,Pinkie Room (female only),49357921,Ying,,Ward A (councilmember Denise Ridley),40.69489,-74.08953,0,30,31,135,30,Private room,5/19/2019,0.41,7,,
12328806,Sleeps 12 3 BR's NY Skyline!,11190436,Peter,,Ward D (councilmember Michael Yun),40.75709,-74.03636,0,113,333,308,3,Entire home/apt,1/18/2021,1.51,16,,
12343098,Gorgeous West Village Three-Bedroom Apartment,66640174,E.C.,,Ward E (councilmember James Solomon),40.73144,-74.0094,0,59,1600,361,30,Entire home/apt,2/28/2020,0.79,1,,
12344618,3rd Floor Brownstone in Jersey City,18494549,Manuel,,Ward F (councilmember Jermaine D. Robinson),40.72003,-74.0668,4,300,69,288,29,Entire home/apt,4/26/2022,4,2,,
12368959,Cozy Apt /Parking Avail for a fee - 20 min to NYC,42219345,Claudia,,Ward D (councilmember Michael Yun),40.76711,-74.04142,11,134,106,290,2,Entire home/apt,5/27/2022,1.81,68,,
12897525,Cozy Entire Apartment-10 minutes to NYC!,23126253,Danny,,Ward D (councilmember Michael Yun),40.76736,-74.03501,9,35,232,356,3,Entire home/apt,1/3/2022,0.47,9,,
12963638,Lux sunny Apartment near Grove Street Path Station,46178496,Aryan,,Ward F (councilmember Jermaine D. Robinson),40.71436,-74.05098,0,10,119,0,2,Entire home/apt,9/4/2017,0.14,1,,
13149857,Brand new 1BR apartment,73356225,Yonghe,,Ward D (councilmember Michael Yun),40.76821,-74.03503,2,53,140,46,1,Entire home/apt,12/18/2021,0.72,3,,
13173832,penhouse-apart- 10 minutes from nyc,23126253,Danny,,Ward D (councilmember Michael Yun),40.76813,-74.03498,5,29,264,335,3,Entire home/apt,4/25/2022,0.4,9,,
13225292,Modern Apt/Parking Avail for a fee-20 min to NYC,42219345,Claudia,,Ward D (councilmember Michael Yun),40.76595,-74.04096,10,113,106,288,2,Entire home/apt,1/4/2022,1.55,68,,
13257044,Newly renovated Hugh one bedroom apartment 2nd fl,73356225,Yonghe,,Ward D (councilmember Michael Yun),40.76839,-74.03477,5,55,140,316,2,Entire home/apt,1/4/2022,0.75,3,,
13276390,"Bright, Cozy & Clean “JC Heights”, 5.5 miles to NY",74823357,Patricia,,Ward D (councilmember Michael Yun),40.74756,-74.04837,42,240,99,99,3,Entire home/apt,6/11/2022,3.37,1,,STR20-00014
13475143,Spacius apt  with 3 bdrms /2 baths near Manhattan!,20580419,Liliana,,Ward D (councilmember Michael Yun),40.75216,-74.05339,33,244,119,254,2,Entire home/apt,5/27/2022,3.36,3,,
13490524,West Village beautiful apartment,4951939,Paololuca,,Ward E (councilmember James Solomon),40.73603,-74.00178,0,1,400,44,1,Entire home/apt,7/21/2017,0.02,1,,
13495012,World Trade Center Delight,9007512,Illy,,Ward F (councilmember Jermaine D. Robinson),40.70568,-74.01075,3,10,150,287,30,Entire home/apt,2/28/2022,0.14,1,,
13495558,Bright apartment in Soho with roof access,7539044,Vinciane,,Ward E (councilmember James Solomon),40.72805,-74.00266,19,56,366,225,7,Entire home/apt,6/13/2022,0.81,1,,
13533638,Sleeps 12 3 BR's Amazing Spacious!!,11190436,Peter,,Ward D (councilmember Michael Yun),40.75413,-74.04138,0,88,180,349,30,Shared room,3/21/2021,1.22,16,,
13545641,Luxury 1BR Apartment in Jersey City near PATH,9419684,Churchill,,Ward E (councilmember James Solomon),40.72467,-74.03651,0,10,299,365,27,Entire home/apt,4/5/2018,0.14,36,,
13546158,Furnished One Bedroom Apartment JC Newport,9419684,Churchill,,Ward E (councilmember James Solomon),40.72405,-74.03615,0,4,329,312,27,Entire home/apt,10/15/2019,0.06,36,,
13624291,"20 ""A1"" Big room in Jersey City/Min to NYC/WIFI",6958867,Henry,,Ward D (councilmember Michael Yun),40.7546,-74.0455,4,60,49,72,29,Private room,5/30/2022,0.84,29,,
13624908,"20 ""A3"" Private room close to NYC/Hoboken/WIFI",6958867,Henry,,Ward D (councilmember Michael Yun),40.75426,-74.04418,5,58,46,46,29,Private room,5/15/2022,0.8,29,,
13634025,"20 ""A2"" Private room suite close to NYC/WIFI",6958867,Henry,,Ward D (councilmember Michael Yun),40.75443,-74.04464,1,66,51,69,29,Private room,2/14/2022,0.93,29,,
13660037,"Luxury apt 2BR/2BA, fully furnished",9184608,Yaniv,,Ward D (councilmember Michael Yun),40.74784,-74.03789,0,4,135,16,21,Entire home/apt,1/1/2020,0.06,1,,
